Original_Index,Split,GroundTruth_CD,Predicted_CD,Error
407,Training,19.72820281982422,9.938143730163574,9.790059089660645
408,Training,19.932382583618164,11.095059394836426,8.837323188781738
409,Training,20.151121139526367,12.10114574432373,8.049975395202637
410,Training,20.272550582885742,11.490933418273926,8.781617164611816
411,Training,24.159854888916016,13.283265113830566,10.87658977508545
412,Training,18.94284439086914,10.181246757507324,8.761597633361816
413,Training,19.71255111694336,10.205412864685059,9.5071382522583
414,Training,20.66946029663086,9.939547538757324,10.729912757873535
415,Testing,20.197498321533203,9.75112247467041,10.446375846862793
416,Training,20.282869338989258,9.011311531066895,11.271557807922363
417,Validation,21.505779266357422,11.173296928405762,10.33248233795166
418,Training,18.816051483154297,10.004441261291504,8.811610221862793
419,Validation,19.936521530151367,9.660138130187988,10.276383399963379
420,Training,20.1959228515625,11.374725341796875,8.821197509765625
421,Training,20.727481842041016,11.655144691467285,9.07233715057373
422,Validation,20.735410690307617,11.369379997253418,9.3660306930542
423,Training,25.36918067932129,13.354140281677246,12.015040397644043
424,Training,19.202911376953125,10.21373176574707,8.989179611206055
425,Testing,20.17949104309082,10.241226196289062,9.938264846801758
426,Training,20.380422592163086,10.012731552124023,10.367691040039062
427,Training,20.199512481689453,9.27846908569336,10.921043395996094
428,Training,21.33129119873047,9.457213401794434,11.874077796936035
429,Testing,22.509483337402344,11.66677188873291,10.842711448669434
